"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"183885","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"183886","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"194615","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"199228","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"524219","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","obeum"
"186478","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"520413","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"357963","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"315391","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"370046","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"180654","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"193279","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Adlercreutzia",NA
"2051184","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"197562","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"190241","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"587530","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","[Eubacterium]","dolichum"
"564334","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"341322","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter",NA
"212532","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"180136","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"201772","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"547714","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"161007","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"196200","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"355685","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"191148","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"187355","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"182176","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","muciniphila"
"198151","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"359044","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"186851","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"194097","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"343831","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"199256","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"199701","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"287978","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"206513","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"187051","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"538322","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"4337090","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"519746","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"359158","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"182491","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"1748738","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"495017","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"189684","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"350036","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"192127","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"188037","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"558839","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","copri"
"336627","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"495396","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus",NA
"523782","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"195628","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"149614","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"591671","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"182122","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"3552067","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"194831","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"195015","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"4453773","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA
"193844","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"363264","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"583134","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"528715","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"269327","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"183870","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"3390534","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"309391","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"347382","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"365634","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"331571","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"527041","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"557978","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"287691","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"315223","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA
"359650","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"531888","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"197069","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"191922","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"4389066","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"846141","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"178183","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"539820","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"367688","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"198273","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnobacterium",NA
"176856","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"216010","Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]",NA,NA
"178612","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"196898","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"780650","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"305247","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"584375","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","adolescentis"
"4426298","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","animalis"
"178001","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"529740","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"312743","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"302333","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"194654","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"522135","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"345801","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"310178","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"193148","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"194287","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"358639","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"524258","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","formicigenerans"
"363844","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA
"174045","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"362344","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"213870","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"362342","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"189820","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"586019","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"192893","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"573110","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"183249","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"189828","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"178465","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"174695","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"347639","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"197402","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"199692","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"581079","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"361853","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","muciniphila"
"368264","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]",NA
"195358","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"199699","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"182890","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"181174","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"195839","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"409786","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"184209","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"192308","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"196333","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"522595","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","coprophilus"
"212481","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"851322","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"176775","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Phascolarctobacterium",NA
"355197","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"4297420","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar"
"183799","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"210371","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"195583","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"325850","Bacteria","Proteobacteria","Alphaproteobacteria","RF32",NA,NA,NA
"368117","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"195508","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","caccae"
"364109","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"190185","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"198034","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"4412487","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"327149","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"312770","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","eggerthii"
"196252","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"517170","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"591635","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"197537","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"929836","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus","cateniformis"
"174901","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"181600","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"187518","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","catus"
"13994","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"180548","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"317899","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"362997","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"199455","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"363348","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"199321","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"331326","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"363029","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"341024","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"269386","Bacteria","Cyanobacteria","4C0d-2","YS2",NA,NA,NA
"355307","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"575844","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"548503","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"851668","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"367889","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"174763","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"366771","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA
"353791","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"369449","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"2318497","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"186984","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"368203","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"337765","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"177742","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"369379","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"3857426","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"585914","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"341460","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus",NA
"187429","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"197397","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"579608","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"842596","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"363232","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"4359216","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"176544","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"560873","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"528652","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"593369","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA
"4468234","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"193188","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"358939","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"174497","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"583958","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
